"","name","cmnt","like","year","month","day","hour"
"3153","Женис Амиров","Ты пожалуй не говорила бы за казашек и южанок и западных женщин! За себя только отвечай! Можешь хоть дыру свою выставить и запостить! Вперед! Будет супер и уау)))",6,2016,4,22,4
"3158","Mira Salim","А вы с удовольствием в эту дыру загляните и ещё один 'умный' комент напишете?",2,2016,4,22,4
"3163","Женис Амиров","Mira Salim не напишу, если она выставить дыру от себя, а не от имени всех казашек! А так, посмеёмся за нее)))",1,2016,4,22,4
"3168","Асет Асабаев","Молодец,не слушай мутню....",4,2016,4,22,4
"3173","Tamilya Anchutkina","Да, кстати, наймите телохранителей, мало ли какие дебилы тут могут быть оО",5,2016,4,22,4
"3178","Ussina Marzhan","Жизненный опыт показывает что такие люди не готовы ради своих ""высоких"" идеалов на какие-то поступки. Они после написания поста гладят себя по головке, идут целовать зеркало и надевают на себя новый невидимы орден ""порядочного"" человека и ладненько ) Асель им в принципе не интересна, им важен их образ хороших людей ))))",5,2016,4,22,4
"3183","Assel Togandykova","Г",0,2016,4,22,4
"3188","Елена Тулешова","Люблю читать Ваши правдивые статьи!!! Юмор и правда жизни!!!!",1,2016,4,22,4
"3193","Дастан Даутов","Армия иблиса",2,2016,4,22,4
"3198","Gunes Asf","Почкованием размножающимся тут явно не место.",8,2016,4,22,4
"3203","Дария Бугубайчик","Асель фигура класс!пост суперский!",2,2016,4,22,4
"3208","Чёрный Скорпион","...мне как-то одна феминистка поведала ""Девушка должна иметь богатый сексуальный опыт прежде чем выйти замуж, мол муж всё равно рано или поздно будет изменять, так что я наверстала упущенное""...не то чтобы её позиция выводит меня в ярость...Я тоже не ",6,2016,4,22,4
"3213","Marat Chinaliyev","Чувак, не переживай, тебе такая перспектива и не светит 😂",2,2016,4,22,4
"3218","Алина Тимурова","😂",1,2016,4,22,5
"3223","Chingis Tokeyev","Что люди не делают ради лайков",8,2016,4,22,4
"3228","Философ Постмодернист","видимо она одна в семье и нет достойный мужчины, который сказал бы ""Эй, ты совсем охренела"".",3,2016,4,22,4
"3233","Natsad Napsa","Что за акция, душевных слов органищация? Это какой то старт для нуддисткого флэш моба? wink emoticon давайте исчо",2,2016,4,22,4
"3238","Алмас Мырзахан","Алмас Мырзахан",0,2016,4,22,4
"3243","Natsad Napsa","Аннэйбл ту сэнд фрэнд рекуэст :(((",1,2016,4,22,4
"3248","Marat Serikbaev","фигура и все остальное - ну просто улет!!!!! to be continued???????",0,2016,4,22,4
"3253","Nina Tseplyaeva","Какой ад... Фрейд вертится в гробу.",3,2016,4,22,4
"3258","Diana Beisembaeva","Может быть, и текст был придуман ради фотографии. Многоходовочка такая:) Но в 40 лет фигура без жирных бочков и растяжек на попе - это пример для многих. Мноогиих - слышите, злые толстухи и злые их мужья?",15,2016,4,22,4
"3263","Kuralay Baesh","Kuralay Baesh",0,2016,4,22,5
"3268","Татьяна Узденова","Смело --- смело . А надо ли ????",2,2016,4,22,4
"3273","Zhanibek Oraz","Смелый пост, но фото с ""закрытым"" топлесс перебор. А так, поддержу вас с вышенаписанным. Терпеть не могу лицемеров. Особенно когда это ""целомудрие"" приплетают к нации, и не придерживаются его.",10,2016,4,22,4
"3278","Zhanna Chernova","Ого, фанатики уже приготовили камни, колья и плети. И большая часть из них женщины. Лицемеры",7,2016,4,22,4
"3283","Gani Kistauov","Что за ""птичий базар"", почему просто не порадоваться здоровому и красивому телу !!!",4,2016,4,22,4
"3288","Janbolat Baidildaev","Ашкоздене карагандарга катты унаудасыз.сизде биреудин карындасы шыгарсыз.бирак еликтеймин деп,етегинди ашып.унаймын деп котенинди ашканын дурыс емес.ойланыныз.ананыз сизди солай бол деп бой жеткизди ме?акыл есиниз дурыс болса Абайдын кара созин окыныз,еркектин анайы жерин емес.",8,2016,4,22,4
"3293","Dmitry Kolganov","Горизонт завален.",2,2016,4,22,4
"3298","Nur Zhainazarov","Уяяяяятай))))",1,2016,4,22,4
"3303","Daniyar Daniyar","Прекрасное тело!",1,2016,4,22,4
"3308","Булат Мусатаев","Нравится... Фигурка оболденная!",0,2016,4,22,4
"3313","Akhmetova Arnika","Задний фон не айс, а так фигура конечно 👍🏼",0,2016,4,22,4
"3318","Marat Chinaliyev","Уффф, аж скулы свело 😀 Тело супер, мысли - еще круче 👍 Все кто критикует - импотенты 😂",11,2016,4,22,4
"3325","Denis Yevglevskiy","Если бы не было этого фото я думаю пост этот прошёл бы мимо и точно ни кого не заинтересовал, а так умница!!",1,2016,4,22,4
"3330","Индира Бисалиева-Мукатаева","Фигура👍👍👍👍",0,2016,4,22,4
"3335","Ербол Кали","Теперь жди: на всех порносайтах будет висеть это фото. Кстати это НАВСЕГДА. Пройдёт время, поменяются взгляды, возможно выйдешь за консервативного мужчину а тут на всех порносайтах ты. Идиотизм не излечим.",13,2016,4,22,4
"3340","Dauren Ashimbek","Вот видите, казахи непричем тут. Есть категория людей, которые видят красоту по другому. Красота относительна - кто ходит с открытой ширинкой, а кто-то полностью закрытым",4,2016,4,22,4
"3346","Maral Orazova","Bravoo!!!Smelo!!!",0,2016,4,22,4
"3351","Ольга Рябева","Абалдеть!!!! Кака красиво !! Браво👏🏻👏🏻👏🏻",0,2016,4,22,4
"3356","Farid Khussainov","На фоне ковра - классика пост-советских снимков smile emoticon",3,2016,4,22,4
"3361","Yelena Korelyakova","ДЭвушка, вы перестарались, у вас отличная фигура (приятно глпзу) , но это не повод ее показывать нам ""неверным"" ! Это не метод борьбы со сложившившимися традициями, не самыми плохими, но в какой то степени выжившими из своего времени. Можно подумать все следуют правилам !",4,2016,4,22,4
"3366","Yelena Korelyakova","К тому же у здравомыслящих ""неверных"" возникает вопрос, вы на каждую поднятую проблемную тему, будете раздеваться smile emoticon. ?",2,2016,4,22,4
"3371","Рахим Таласбаев","я келеси кыстан аман шыксан болар тамак же",1,2016,4,22,4
"3376","Гайни Кудайбергенова","Гайни Кудайбергенова",0,2016,4,22,4
"3381","Олег Доронин","Куда Нур Отан смотрит?",8,2016,4,22,4
"3386","Timur Jampeisov","Главное , это свобода выражения своего мнения .",3,2016,4,22,4
"3391","А. Сания","Сколько вам лет? Отличная фигура!!",1,2016,4,22,4
"3396","Nazira Iskakova","👍☝☝☝☝☝☝☝☝👏👏👏👏👏",0,2016,4,22,4
"3401","Madina Iss","ужас! Что скажут твои братья и отец",4,2016,4,22,4
"3406","Aibol Kerimov",")))) они не пользуются фэйсбуком",2,2016,4,22,4
"3411","Олеся Сюй","мой брат бы сказал, "" о, Олеська молодец, нормально так подкачалась""... а папа бы сказал,"" чот волос совсем как воронье крыло красить стала, не выставляй в интернет с таким черным"", а б ему ответила, ""пап мне так нравится так больше идет мне"", а он ",11,2016,4,22,4
"3416","Alexander Pishalnikov","Вы молодец, Асель.",1,2016,4,22,4
"3421","Ася Али","Красивое тело этим надо гордиться молодчина",1,2016,4,22,4
"3426","Bulat Supataev","Спасибо )",1,2016,4,22,4
"3431","Merei Iskendirova","Сколько вижу фото в купальниках, их все восхволяют... А тут... Как бы тоже купальник 👙, но что-то аморальное увидели...  Радует, что в основном все адекватно реагируют.",5,2016,4,22,4
"3437","Женис Амиров","Тут она за всех казашек говорит. Вот это не правильно. А так покуй на таких. Еще и регионы цепляет))) Пусть, хоть все места покажет, но от себя, а не от народа. А мы поаплодируем, уау какая смелая и т д. 😉",0,2016,4,22,19
"3442","Daniyar Reko","Daniyar Reko",0,2016,4,22,4
"3447","Ануар Казбек Буркитбаев","Əккеңнің алдына барып жорғаламайсызба қарындас...",6,2016,4,22,4
"3452","Сат Берниязов","Я узнаю этот зеленый купальник. smile emoticon",1,2016,4,22,4
"3457","Нуркен Сексенбаев","Классная фотка",0,2016,4,22,4
"3462","Нуркен Сексенбаев","Нуркен Сексенбаев",0,2016,4,22,4
"3467","Ramazzann Ramazzanovv","Ябывдульщики где Вы???)))))",5,2016,4,22,4
"3472","Айгуль Оспанова","Емшектері мен көтенін жер бетіне тугел көрсеткен қыз дені сау, есі дурыс қыз деп ойламаймын. Бұл жердегі еркектер тамсанып отырғанмен, ондайларды тек бір тун үшін ғана пайдаланады. Өмірлік жар етпейді. Жалпы, қазақ тұрмақ, орысың болса да ондай айелдерді жек көреді. Осылай тыржалаңаштанады да, сосын жылайды ""зорлап кетті, пайдаланып кетті, тастап кетті"" деп..Обал жок!!!",16,2016,4,22,4
"3477","Alina Poltavskaya","Смело и красиво!",1,2016,4,22,4
"3482","Маншук Нуртаева","Смелость в этом деле по-другому называется...",0,2016,4,22,4
"3487","Emilia Eduardovna Ro","😂😂😂😂😂😂",0,2016,4,22,4
"3492","Oksana Efimyeva","Это не только КЗ, у нас в Украине, половая и гендерная безргамотность породила сексуальную вседозволеность. Это проблема низкой культуры и уровня образования, которые к географии не имеют отношения.",5,2016,4,22,4
"3497","Алексей Белинский","Алексей Белинский Алексей Белинский's photo.",0,2016,4,22,4
"3503","Андрей Рыдванский","Класс!",0,2016,4,22,4
"3508","Бибинор Танельбаева","Супер! Во всем правы, смелы и мудры...как и всегда!",1,2016,4,22,4
"3513","Roza Ahmetova","Асель ты смелая неординарная даже дерзкая девушка! Не только казашки ,но и представительницы других народов не способны на такой пост да и лексикона не хватит и такрй нежной чарующей фигурки!!! Надо быть образованной умеющей себя любить и ценить девушкой! Молодец!",3,2016,4,22,4
"3518","Константин Федяев","Паркет?",2,2016,4,22,4
"3523","Alfiya Kenbayeva","Какая фигуристая казашкаааа )) 👍🏻👍🏻",0,2016,4,22,4
"3528","Юлия Ерзукова","Умная, красивая, шикарная !!!!!!! Правильно! Жизнью наслаждаться нужно, а не только наслаждать....",3,2016,4,22,4
"3533","Anar Valiyeva Ribeiro","Сразу скажу попа для казашки 👍. Тема груди не раскрыта 😞",4,2016,4,22,4
"3538","Ержан Кашкынбек","Сана сезiмiн уланган бейшара,сенi де бipeу кызым,карындасым бар дейдi ау.Рухани омipiндi тузе,нэпсiнмен элек болмай.Тэрбиен куштi екенi корiнiп тур.",3,2016,4,22,4
"3543","Zafar Abdulgaziev","стыдно и смешно",4,2016,4,22,4
"3548","Елена Перепелица","Красивая, смелая, умная!",1,2016,4,22,4
"3553","Assylbek Bulekbayev","Раз пошла такая тема, что уж мелочиться, зачем скрывать остальное😜",4,2016,4,22,4
"3558","Dariya Umitkhanqyzy","😂",0,2016,4,22,4
"3563","Anter Green","Ух какая hot! ! Классная у вас попка Асель!",0,2016,4,22,4
"3568","Akmaral Seitkhan","Асель, наткнулась на Ваш пост случайно. Удивилась количеству злобных комментаторов и тому, насколько злые некрасивые слова они пишут. Недавно в Казахстане проводился опрос среди молодёжи на различные темы: на их отношение к жизни, политике, институту с",29,2016,4,22,4
"3573","Serik GazizOff","Что почем ?",3,2016,4,22,4
"3578","Тима Хим","Вы прекрасны.",1,2016,4,22,4
"3583","Elmira Pauanovna","Уау, смело и браво!!! Вроде 21 век на дворе, а людям все еще стыдно? Красивое тело!",3,2016,4,22,4
"3588","Камшат Ескенеева","Уяткой казак кызы бола тура маскара созим жок",2,2016,4,22,4
"3593","Nurgul Adilova","А что больше уят, когда бросают ребенка в туалет или выкидывают на ходу из машины, или пишут открыто на тему секса и постят фотку, где нет сосков?",1,2016,4,22,5
"3598","Армани Тлеумбетов","Супер😊😊😊",0,2016,4,22,4
"3603","Aibol Kerimov","ммм жаным сол",0,2016,4,22,4
"3608","Zhanara Sultankulova","Я думаю вы не много не в себе, Асель скажите у вас дети есть???? У меня вот дочь растет, 12 лет, хочу дать достойное воспитание, хочу чтобы умная была, целомудренная, чтобы счастливая была. По вашему в чем заключается счастье? Ходить голой, выстовлять",19,2016,4,22,4
"3613","Aisy Artai","Вы прямо написали все мои мысли. Я мельком увидела эту стыдобу и незнала куда себя деть от стыда и позора. Не дай Аллах чтобы эту фотографию увидели ее родители,дети или муж. (Если есть) конечно мы живем в 21 веке но это не значит что мы должны ровнять",5,2016,4,22,4
"3618","Saltanat Rakhymbayeva","Не умрите со стыда.",1,2016,4,22,5
"3623","Artem Darbaev","Умочка Аселичка, ты не только красивая, ты ещё умная, и смелая!!! Я за тебя!!! Можешь расчитывать на меня!!! Если вдруг, что!!!:-)",3,2016,4,22,4
"3628","Махаббат Карабава","Мунауын уят болган екен, осындай кыздаргой казактын кыздарынын атына кир келтиретин, канша жерден оз ойынды билдиргин келсе де, осылай жаланаштанып керек пе еди.... Ия, дене битимин адеми, бирак, осыны тугандарын корсе не болар деп ойладынба, сендей ессиз карындасы, апайы, кызы барына уялмаса куанбайтын шыгар осыдан кейин",8,2016,4,22,4
"3633","Saltanat Rakhymbayeva","А что вы увидели? На пляже людей никогда не видели?",0,2016,4,22,5
"3638","Махаббат Карабава","Ну это же не пляж",0,2016,4,22,6
"3643","Askar Utegulov","От Партии Нуротан низкий поклон Вам! Отвлекли людей от предпологаемой продажи с/х земель.",16,2016,4,22,5
"3648","Маншук Нуртаева","В рабочее время? Нуротан?😳😳😳",2,2016,4,22,4
"3653","Маншук Нуртаева","Расслабьтесь😂😂, пошутила😂😂😂",1,2016,4,22,4
"3658","Serikbai Mukashev","Ты такая классная секси-леди",0,2016,4,22,4
"3663","Askar Utegulov","Askar Utegulov",0,2016,4,22,4
"3668","Oleg Lvov","Эталон!",1,2016,4,22,4
"3673","Sedat Altay","Sedat Altay",0,2016,4,22,4
"3678","Маншук Нуртаева","Зачем придумывать такой пост,чтобы раздеться.... Видать давно хотела раздеться и тут тема подвернулась... Нет нет не злорадствую... Думаю многие женщины которые одобрили данный факт не хотели бы видеть свою дочь на вашем месте...",5,2016,4,22,4
"3683","Женис Амиров","Нет, они поддержат почин, посоветуют своим дочерям, женам, сестрам, невесткам😆😆😆 ждем роста таких постов, с философским сопровождением)))",1,2016,4,22,19
"3688","Димон Амантай","Асель, а хватило бы Вашей смелости родить семерых детей???",3,2016,4,22,4
"3693","Nurgul Adilova","чтобы родить 7 детей, нужна не смелость, а крепкое здоровье, во первых.",1,2016,4,22,5
"3698","Любанька Латыпова","Думаю хватило бы ума не рожать семерых ))) а то в основном нищие да безграмотные плодятся со всеми вытекающими.. ....",0,2016,4,22,7
"3703","Olzhas Sadybek","Миыңның жеткен жері осы болса....",6,2016,4,22,4
"3708","Gunes Asf","Лет 5-7 назад я бы тоже осудила такое фото. Но потом по жизни насмотревших на разных людей, сырты алтын, iшi тутiн, как женщины залетает от одних, женят других мужчин, как замужние заводят молодых любовников даже любовниц 😱😱😱, понимаю, пора перест",8,2016,4,22,4
"3713","Esaka Esaka","Масқара!!!",2,2016,4,22,4
"3718","Omur Altymyshev","Ремонт хороший , и паркет красивый )))",0,2016,4,22,4
"3723","Alma Yerzhanova","Молодец! Сочетание ума и красоты!",3,2016,4,22,4
"3728","Айна Ураз","Открыть свою тела это каждого личное дела",1,2016,4,22,4
"3733","Alfiya Kenbayeva","Жаль я не казашка, а то бы устроила флешмоб #казашкитожезнаютчтотакоесекс ✌🏻️",7,2016,4,22,4
"3738","Toprakcan Toprak","Eta bölge. .. Toprakcan Toprak's photo.",0,2016,4,22,4
"3744","Файзулла Сыргабаев","Тексыз, ар-намыссыз, уятсыз адамнын созын айтып, журтты тамсандырдым деп отырсын гой ай акымак каракозым ай. Сол орыска елыктеп жетысып отырсыз. Жана жогарыда айтылгандай, ертен ер азаматтарга ренжисыз, ой бай ойтып кетты, тастап кетты деп, арине ер азаматтарда жаксы, инабатты, сыпайы кызды тандайды, ал сендей ""батыр"" кызды кым алсын.",10,2016,4,22,4
"3749","Ayagoz Aya Seilova","Haters gonna hate hate hate",1,2016,4,22,4
"3754","Vatan Reseev","Любимый размер грудей!",1,2016,4,22,4
"3759","Sagadetoff Jasih","а в Маями так фоткается Sagadetoff Jasih's photo.",4,2016,4,22,4
"3765","Jamilya Japar","Печальные факты.",3,2016,4,22,4
"3770","Otenbaev Esbolsyn","Бұл қыздың үйінде еркек жок ар-намысы бар.",4,2016,4,22,4
"3775","Dariya Umitkhanqyzy","Радуюсь за Асель, сама на это не пошла бы, стыдно потому что. Но я всегда восхищаюсь над людьми которые смелы и открыто выражают свои мысли. От таких людей веет свободой. Они свободны духом и в гармонии с самим собой!",12,2016,4,22,4
"3780","Самат Искаков","Зеленый цвет вам к...лицу😊",4,2016,4,22,4
"3785","Alibek Bektaev","Асель ты молодец! Ты права казашкам нельзя иметь сексуальную осведомленность, казашками нельзя быть красивыми и сексуальными, и желанными! Казашкам нельзя строить карьеру, быть сильнее! Казашка которая знает все о жизни, анатомии и сексуальном развитии",34,2016,4,22,4
"3790","Marat Marat","Женись на ней! 😎",1,2016,4,22,4
"3795","Gulnara Koskina","Ну пусть она будет свободолюбивой, знает все о сексе, но не раздеваться же перед всеми. Вы ее хвалите, восхищаетесь ее, а если бы ваши супруга, дочь, сестра повторили ее поступок, как бы вы отреагировали?",3,2016,4,22,4
"3800","Nurzhan Urynbayev","Где тот чувак с платком?😂😂😂",4,2016,4,22,4
"3805","Oleg Lvov","2016 год принесёт Вам положительные изменения в жизни, будьте уверены.",2,2016,4,22,4
"3810","Meirbekov Askat","Meirbekov Askat Meirbekov Askat's photo.",37,2016,4,22,4
"3816","Daniyar Sarkulov","Прикол",0,2016,4,22,4
"3821","Dana Ni","Dana Ni",0,2016,4,22,5
"3826","Иманбаев Куат","Можно я вас на айфон по фоткаю?",2,2016,4,22,4
"3831","Svitlana Bobir","очень смело) молодец ) like emoticon фигурка супер",3,2016,4,22,4
"3836","Rimma Israil","У вас крик души. Но он не обоснован правильно. Вы бунтуете что вас замуж не берут. А ведь все исходит от внутреннего состояния. Поменяйте взгляд на жизнь с точки зрения веры. Нашей религии. Вы все сами осознание.",9,2016,4,22,4
"3841","Gulnara Mussina","Это вам, религиозникам, надо менять взгляды. Среди верующих ( именно мусульман причём ) больше лицемерных аморальных людей чем среди неверующих.  Я вот замужем, так что мне нет против чего бунтовать, но я подписываюсь под каждым словом автора smile emoticon И аплодирую!",4,2016,4,22,4
"3847","Rimma Israil","Не мне вас судить и осуждать. И не вам меня и тем более духовно чистых людей. Мир с вами",3,2016,4,22,4
"3852","Karina Tevetoglu","Хорошо написала !!!",0,2016,4,22,4
"3857","Смирнова Мария","Смирнова Мария",0,2016,4,22,4
"3862","Zhanara Sultankulova","Я думаю этот пост о сексуально грамотности молодежи и населения, не обязательно раздеваться, а разделись чтобы обратить на себя внимание, наверно вниманием обделены",3,2016,4,22,4
"3867","Serik Mambetov","Если вы понимаете о чем пост, почему бы пост не обсудить?",0,2016,4,22,4
"3872","Serik Mambetov","Охренеть столько комментаторов без фото. Проблемы у них значит",5,2016,4,22,4
"3877","Мейрамбек Нигметов","Намыс ар уят кайда",5,2016,4,22,4
"3882","Bahit Doschanova","Браво!",0,2016,4,22,4
"3887","Aliya Latken","А потом спрашивают зачем я занимаюсь сексологией😏",5,2016,4,22,4
"3892","Кайрат Байкулов","Полностью надо было раздеться !!!",1,2016,4,22,4
"3897","Anelya Saparbekova","Смело👏🏻",1,2016,4,22,4
"3902","Arman Shaikhina","Народ, это ее личное дело и личная страница выкладывать какие хочет фотографии. Вы посмотрите на плюсы: около 40 лет, фигура идеальная, кожа ухоженная, стоит в купальнике дома, не в пивнушке. Глаза светятся! Воспитание в каждой семье свое. И не думаю, что такая женщина своих детей не воспитывает. Посмотрите ее фотографии. Сломала себя, добилась такой фигуры, это уже мощное воспитания себя!",17,2016,4,22,4
"3907","Yerken Pernebek","Сочувствую отцу и братьям этой девушки, если они есть.",12,2016,4,22,4
"3912","Yerken Pernebek","И будущему мужу",3,2016,4,22,4
"3917","Assiya Aliy","Воспитание прежде всего((( Я не считаю это героизмом",5,2016,4,22,4
"3923","Arman Yarovoi","Вы сетью ошиблись.)) Вам в вконтакте надо бы)",6,2016,4,22,4
"3928","Tatyana Tkachenko","Tatyana Tkachenko",1,2016,4,22,4
"3933","Жан Аббас","Для кого и для чего?",3,2016,4,22,4
"3938","Жан Аббас","А че сразу все не показывает?))) рас уж...)))))",1,2016,4,22,4
"3943","Mikhail Ivanov","Эх побольше бы таких казашек...",0,2016,4,22,4
"3948","Шынгыс Саденов","Самая лучшая фотка на всем ФБ)",3,2016,4,22,4
"3953","Raushan Kozkeeva","Шынгыс Саденов, её не знаю! Вас наблюдаю на страничках fb!!! Не читала пост откровенной девушки! Не интересно) интересно, если Ваша дочь так фоткалась и выставляла фото, вы бы тоже оставили такой комент?",0,2016,4,22,6
"3958","Askar Akanayev","Ковер зачОтный!",2,2016,4,22,4
"3963","Назым Назым","Не правильно рассуждаете, красавица))) О сексе нужно знать, нужно говорить, но не кричать об этом. Как бы не естественным был этот процесс, он является интимной темой пары. Будьте красивы, красоту тела можно показать в легком шифоном платье: и красоту",41,2016,4,22,4
"3968","Ардак Турлумбекова","Полностью согласна с Вами.",3,2016,4,22,4
"3973","Gulnara Koskina","Согласна с вами на 100 процентов, басқа ұлттар бізге күліп жатыр, соған намыстанып отырмын.",4,2016,4,22,5
"3978","Кылычбек Кыдыров","Хочешь быть под защитой, прикрой свой огород!",10,2016,4,22,4
"3983","Aslan Satbai","Акыры шештин доконца шешинсей арсыз",8,2016,4,22,4
"3988","Татьяна Опарина","У",1,2016,4,22,4
"3993","Marlen Jumaliev","тема сисек не раскрыта )))",3,2016,4,22,4
"3998","Aliya Orazgaliyeva","Маладэс, Русик, маладэс!",0,2016,4,22,4
"4003","Dmitrii Redüşev","Да задолбали эти первобытные нравоучения. Живем в 21 веке, а у вас всё ортодоксальная религия как моча в голову бьёт... Хочет так - пусть делает, вы кто такие, чтоб ее осуждать?",8,2016,4,22,4
"4008","Tsoy Andrey","Дабы не слышать негатива в свой адрес, делайте и поступайте как знаете, ибо Вы одна в ответе за себя перед Всевышним.",3,2016,4,22,4
"4013","Нұрлан Құлкеев","Сен Асель емес Асёлсын.",10,2016,4,22,4
"4018","Zabon Zabon","Уятсыз,арсыз.Тугел шешинбедин бе?",7,2016,4,22,4
"4023","Гульнара Джолымбекова","одна женщина в хиджабе, брошенная мужем, уехавшим в СИрию, с пятью детьми, просит помощи не у аллаха. Может те, кто тут яростно осуждает Асель, скинутся и помогут ""истинной казашке"", а то на бога надейся, а сам не плошай...",5,2016,4,22,4
"4028","Бауыржан Аханов","Кешіріңіз құрбым, сонша келбетті, сұлу екенсіз, алайда қазақ қызына ешкім ләззат алма, біреудің артынан еріп жүре бер деген емес, тәрбие ретінде қырық үйден тиым деген, соны оқып біліңізші, өтініш сізден, қара халық не демейді, тыңдамаңыз, қазір",8,2016,4,22,4
"4033","Ere Ke","Ere Ke",0,2016,4,22,4
"4038","Furxat Olzhaev","Горе ей горе видилибы наши претки кому оставили строну мусульмане упали нижы плинтуса особенно маладеж уподобляется на безбожников на проститутки из запада да унизит вас Аллах",4,2016,4,22,4
"4043","Kaniya Skakova","Да она не мусульман а кафир орыска мазак болып тур",3,2016,4,22,5
"4048","Жумагуль Балганбаева","Осындай кыздар барин бузатын. Озинде елинде сататын . Арсыз намыссыз. Озин кушты мын деп тургой...😠",6,2016,4,22,4
"4053","Almira Metzner","Бірінші қазақша жазып үйреніп алсаңыз жақсы болар еді, елді намыссыз деп айтқанша...",0,2016,4,22,8
"4058","Жумагуль Балганбаева","С родным языком у меня без проблем. Не переживайте Альмира",0,2016,4,22,8
"4063","Наталья Солдатова","Браво!!! Смело!!! По существу!!! Актуально!!!!!",3,2016,4,22,4
"4068","Kaniya Skakova","Дура она",3,2016,4,22,5
"4073","Гульнара Джолымбекова","Живет в Атырау. В Атырау одинокая мать с пятью детьми, с прошлого лета живущая в мечети, может оказаться на улице. Семью попросили освободить комнату. Женщина просит о помощи, передает телеканал ""Астана"".",2,2016,4,22,4
"4078","Назым Назым","Это ли ваше стремление? Назым Назым's photo.",14,2016,4,22,4
"4084","Zhanna Chernova","Откуда столько гордыни? По-вашему, женщины на фото хуже вас чем-то?",0,2016,4,22,8
"4089","Назым Назым","Да. Хуже. Культурой. И это не гордыня",0,2016,4,22,8
"4094","Аскар Кайыргазы","Аселя, Вы лучше себя в таком виде выставьте. Тогда это было бы логично",1,2016,4,22,4
"4099","Serik Mambetov","Господа и госпожи комментаторы. Все таки у нас нет культуры обсуждения, дискуссии. Главная тема поста - почему про это - табу для казашек.  Почему мы обсуждаем автора поста, ее фигуру, или ее возможные как вы считаете проблемы? Фотка - лишь иллюстрация поста, материала. И не важно ее или чужое фото. Свое даже усиливает , потому что эксклюзив.",15,2016,4,22,4
"4106","Sergey Semenchenko","Это называется проекция: ""Не приемлю в других то, что запрещаю делать себе"".",5,2016,4,22,4
"4111","Marta Aizha","Капец сколько неадекватных людей 🙈 Аселька, ты герой я бы давно всех забанила",7,2016,4,22,4
"4116","Marta Aizha","Читаю комменты и мне плохо от некоторых 🙊🙈 как говорила бабуля моей подруги; о люди- людишки ...",3,2016,4,22,4
"4121","Kuralay Baesh","Как говорит мой друг: ""я все равно буду гореть в аду!"" ""Давай гореть вместе!!!"" Это он к тому что жизнь одна и надо жить так как тебе будет лучше, а не окружающим. grin emoticon",2,2016,4,22,5
"4126","Раушан Аубакирова","мда, видимо не зря говорят, что врачи бесстыжие, мне стыдно😬😬 Интересно было вас читать, пишете грамотно, но кажись отпишусь от вас",4,2016,4,22,4
"4131","Nur Nur","Nur Nur",0,2016,4,22,4
"4136","Эльмира Батырова","Казактын кызы денесiн жаланаштаса кiмге не далелдемек?.Уят керек,намыс керек,имандылык керек...",4,2016,4,22,4
"4141","Аскар Кайыргазы","Назым, Сих тура таптыныз Асельдин максатын",0,2016,4,22,4
"4146","Нурлан Жорабек","Грязь!!!",4,2016,4,22,4
"4151","Куляш Досполова Досполова","О дүниеге барғанда осы шешінгеніңе бармағыңды тістеп өкінесің ислам дінін білмеген қазақ қызына обал комментариядан қай жігіттен жақсы сөз естідің ата анаңның ақ сүтін ақтамайсыңба",2,2016,4,22,4
"4156","Nur Nur","Надо чуть поправиться Асель",1,2016,4,22,4
"4161","Kana Suleimenov","Хорошенькая...)",1,2016,4,22,4
"4166","Нургул Кайргалиева","Астагфируаллах",2,2016,4,22,4
"4171","Gulnara Mussina","Аплодирую автору поста! 👏👏👏 И восхищаюсь фигурой! 👌",4,2016,4,22,4
"4176","Ershat Andas","Қазақ қыздары не болып бара жатыр . Казыр ыздар намыс дегенді білмейды . тек әр кім өз намысын білсе ғой",4,2016,4,22,4
"4181","Евгений Хан","Ну в общем Аселя неплохо..., смело, эротично, красиво.Зайдите на любой ""сайт знакомств"" там казашек куча с непристойными предложениями а Аселя показала себя и при этом осталась красиво - благородной женщиной в рамках приличия, вообщем уважаю и восхищаюсь.",11,2016,4,22,4
"4186","Ардак Турлумбекова","Кара козим-ау уйят болды мына кылыгыныз ((.Окиништи ис, акениз кормесин деп тилеймин.",6,2016,4,22,4
"4192","Serik Mambetov","А если грубо: вообще кого ебёт? Личное дело",8,2016,4,22,4
"4197","Пшенбай Избулатов","Іншек сөйлегенде байкап сөйле потом может будет больно",1,2016,4,22,5
"4202","Ирина Кудрицкая","Коперника тоже большинство осуждало, ничего - слава богу умер своей смертью...",0,2016,4,22,5
"4207","Sanzhar Sissenov","Шикарно!!!",0,2016,4,22,4
"4212","Ирина Кудрицкая","Серик Болат, абсолютно с вами согласна!",1,2016,4,22,4
"4217","Дина Сулейменова","Ой ужас...😱 когда мусульманка так показывала на весь мир своё голое тело... Позор!!!",7,2016,4,22,4
"4222","Ирина Кудрицкая","Дина, похоже, вы реагируете только на картинку, а суть текста не поняли... Печально!",1,2016,4,22,5
"4227","Zhanna Chernova","Да большинство тут вообще читать не умеет. Реагируют, как обезьянки, на фото",1,2016,4,22,8
